share_code,trade_date,weight
601939.SH,2022-08-31,0.194
601138.SH,2022-08-31,0.193
000963.SZ,2022-08-31,0.193
002074.SZ,2022-08-31,0.192
600011.SH,2022-08-31,0.188
000876.SZ,2022-08-31,0.185
002821.SZ,2022-08-31,0.185
601600.SH,2022-08-31,0.185
600584.SH,2022-08-31,0.185
002202.SZ,2022-08-31,0.185
603993.SH,2022-08-31,0.182
600176.SH,2022-08-31,0.181
603806.SH,2022-08-31,0.181
601066.SH,2022-08-31,0.181
600588.SH,2022-08-31,0.181
000301.SZ,2022-08-31,0.18
300763.SZ,2022-08-31,0.179
601186.SH,2022-08-31,0.179
601838.SH,2022-08-31,0.178
601877.SH,2022-08-31,0.178
300759.SZ,2022-08-31,0.176
600460.SH,2022-08-31,0.176
600886.SH,2022-08-31,0.174
003816.SZ,2022-08-31,0.174
688111.SH,2022-08-31,0.174
300207.SZ,2022-08-31,0.172
300782.SZ,2022-08-31,0.171
600029.SH,2022-08-31,0.171
300751.SZ,2022-08-31,0.17
600547.SH,2022-08-31,0.169
600085.SH,2022-08-31,0.168
600015.SH,2022-08-31,0.166
601117.SH,2022-08-31,0.165
600383.SH,2022-08-31,0.165
601788.SH,2022-08-31,0.164
300408.SZ,2022-08-31,0.163
601111.SH,2022-08-31,0.161
601238.SH,2022-08-31,0.161
603019.SH,2022-08-31,0.161
000425.SZ,2022-08-31,0.161
600989.SH,2022-08-31,0.156
600741.SH,2022-08-31,0.154
601868.SH,2022-08-31,0.153
603369.SH,2022-08-31,0.152
600941.SH,2022-08-31,0.151
601901.SH,2022-08-31,0.15
000157.SZ,2022-08-31,0.15
601800.SH,2022-08-31,0.148
688005.SH,2022-08-31,0.146
688396.SH,2022-08-31,0.145
300999.SZ,2022-08-31,0.143
601916.SH,2022-08-31,0.142
600132.SH,2022-08-31,0.142
002555.SZ,2022-08-31,0.142
603290.SH,2022-08-31,0.142
600115.SH,2022-08-31,0.141
002736.SZ,2022-08-31,0.14
000786.SZ,2022-08-31,0.14
002236.SZ,2022-08-31,0.139
002648.SZ,2022-08-31,0.138
600763.SH,2022-08-31,0.137
603185.SH,2022-08-31,0.136
300628.SZ,2022-08-31,0.135
601100.SH,2022-08-31,0.134
688008.SH,2022-08-31,0.132
002601.SZ,2022-08-31,0.131
002008.SZ,2022-08-31,0.131
000938.SZ,2022-08-31,0.13
600352.SH,2022-08-31,0.13
002120.SZ,2022-08-31,0.128
601995.SH,2022-08-31,0.128
600219.SH,2022-08-31,0.127
601336.SH,2022-08-31,0.126
300454.SZ,2022-08-31,0.126
603260.SH,2022-08-31,0.126
603833.SH,2022-08-31,0.125
300003.SZ,2022-08-31,0.125
000977.SZ,2022-08-31,0.124
002252.SZ,2022-08-31,0.124
601618.SH,2022-08-31,0.12
300529.SZ,2022-08-31,0.119
300601.SZ,2022-08-31,0.119
603392.SH,2022-08-31,0.118
002841.SZ,2022-08-31,0.118
688126.SH,2022-08-31,0.117
600845.SH,2022-08-31,0.117
000069.SZ,2022-08-31,0.115
002007.SZ,2022-08-31,0.113
300433.SZ,2022-08-31,0.113
600489.SH,2022-08-31,0.112
601878.SH,2022-08-31,0.111
601360.SH,2022-08-31,0.11
300413.SZ,2022-08-31,0.109
002938.SZ,2022-08-31,0.108
600918.SH,2022-08-31,0.108
601728.SH,2022-08-31,0.107
601865.SH,2022-08-31,0.107
002602.SZ,2022-08-31,0.107
601799.SH,2022-08-31,0.105
000703.SZ,2022-08-31,0.104
000708.SZ,2022-08-31,0.104
300595.SZ,2022-08-31,0.1
600332.SH,2022-08-31,0.1
601155.SH,2022-08-31,0.099
603882.SH,2022-08-31,0.098
002414.SZ,2022-08-31,0.098
603486.SH,2022-08-31,0.098
600161.SH,2022-08-31,0.096
300033.SZ,2022-08-31,0.096
601898.SH,2022-08-31,0.096
600183.SH,2022-08-31,0.096
601021.SH,2022-08-31,0.094
000066.SZ,2022-08-31,0.092
600018.SH,2022-08-31,0.092
002916.SZ,2022-08-31,0.091
600362.SH,2022-08-31,0.089
300919.SZ,2022-08-31,0.089
600061.SH,2022-08-31,0.088
603899.SH,2022-08-31,0.086
688036.SH,2022-08-31,0.086
300957.SZ,2022-08-31,0.083
601319.SH,2022-08-31,0.083
300223.SZ,2022-08-31,0.082
002600.SZ,2022-08-31,0.081
000408.SZ,2022-08-31,0.078
688169.SH,2022-08-31,0.078
601216.SH,2022-08-31,0.077
688363.SH,2022-08-31,0.072
601998.SH,2022-08-31,0.072
688561.SH,2022-08-31,0.071
601966.SH,2022-08-31,0.071
600606.SH,2022-08-31,0.069
600025.SH,2022-08-31,0.069
603160.SH,2022-08-31,0.068
601881.SH,2022-08-31,0.067
600655.SH,2022-08-31,0.065
688065.SH,2022-08-31,0.064
002568.SZ,2022-08-31,0.064
002791.SZ,2022-08-31,0.064
603195.SH,2022-08-31,0.061
002064.SZ,2022-08-31,0.059
300866.SZ,2022-08-31,0.052
601808.SH,2022-08-31,0.045
002607.SZ,2022-08-31,0.044
603087.SH,2022-08-31,0.043
601236.SH,2022-08-31,0.042
000800.SZ,2022-08-31,0.04
002032.SZ,2022-08-31,0.039
605499.SH,2022-08-31,0.035
000877.SZ,2022-08-31,0.031
300979.SZ,2022-08-31,0.03
601825.SH,2022-08-31,0.028
601698.SH,2022-08-31,0.026
001289.SZ,2022-08-31,0.017
600519.SH,2022-08-01,6.0572
300750.SZ,2022-08-01,3.8165
601318.SH,2022-08-01,2.3123
600036.SH,2022-08-01,2.1798
601012.SH,2022-08-01,1.8932
000858.SZ,2022-08-01,1.7682
002594.SZ,2022-08-01,1.5288
600900.SH,2022-08-01,1.3795
000333.SZ,2022-08-01,1.3646
601166.SH,2022-08-01,1.302
300059.SZ,2022-08-01,1.1757
601888.SH,2022-08-01,1.0544
603259.SH,2022-08-01,0.9797
600030.SH,2022-08-01,0.963
600887.SH,2022-08-01,0.9362
002475.SZ,2022-08-01,0.9095
000568.SZ,2022-08-01,0.8409
600276.SH,2022-08-01,0.8014
002714.SZ,2022-08-01,0.7978
000651.SZ,2022-08-01,0.7968
601398.SH,2022-08-01,0.7814
002415.SZ,2022-08-01,0.7649
000725.SZ,2022-08-01,0.7406
600438.SH,2022-08-01,0.737
300760.SZ,2022-08-01,0.7225
300274.SZ,2022-08-01,0.6791
600809.SH,2022-08-01,0.6764
600309.SH,2022-08-01,0.6573
601899.SH,2022-08-01,0.6501
000792.SZ,2022-08-01,0.6461
601328.SH,2022-08-01,0.6434
300124.SZ,2022-08-01,0.6313
300498.SZ,2022-08-01,0.6222
002466.SZ,2022-08-01,0.6206
000001.SZ,2022-08-01,0.6148
002812.SZ,2022-08-01,0.6094
002142.SZ,2022-08-01,0.5987
002129.SZ,2022-08-01,0.5971
603799.SH,2022-08-01,0.5962
600048.SH,2022-08-01,0.5954
300014.SZ,2022-08-01,0.5861
000002.SZ,2022-08-01,0.5858
603288.SH,2022-08-01,0.5771
300015.SZ,2022-08-01,0.5728
601668.SH,2022-08-01,0.536
002460.SZ,2022-08-01,0.5297
002304.SZ,2022-08-01,0.5199
600031.SH,2022-08-01,0.5171
000625.SZ,2022-08-01,0.5094
600406.SH,2022-08-01,0.4963
002352.SZ,2022-08-01,0.4884
601088.SH,2022-08-01,0.4785
600089.SH,2022-08-01,0.4776
600690.SH,2022-08-01,0.4698
002049.SZ,2022-08-01,0.4636
601288.SH,2022-08-01,0.4625
600837.SH,2022-08-01,0.4586
600016.SH,2022-08-01,0.4572
601816.SH,2022-08-01,0.457
688599.SH,2022-08-01,0.4523
600436.SH,2022-08-01,0.4518
601919.SH,2022-08-01,0.4376
600919.SH,2022-08-01,0.434
600000.SH,2022-08-01,0.4331
002271.SZ,2022-08-01,0.4089
603986.SH,2022-08-01,0.4062
002230.SZ,2022-08-01,0.4034
002241.SZ,2022-08-01,0.4015
300122.SZ,2022-08-01,0.3989
688981.SH,2022-08-01,0.3974
600585.SH,2022-08-01,0.3962
601688.SH,2022-08-01,0.3955
600104.SH,2022-08-01,0.3905
000063.SZ,2022-08-01,0.3897
601225.SH,2022-08-01,0.3868
603501.SH,2022-08-01,0.385
002709.SZ,2022-08-01,0.378
002459.SZ,2022-08-01,0.3731
300142.SZ,2022-08-01,0.3486
300450.SZ,2022-08-01,0.348
601601.SH,2022-08-01,0.3476
600111.SH,2022-08-01,0.3462
002371.SZ,2022-08-01,0.3449
600893.SH,2022-08-01,0.3396
600660.SH,2022-08-01,0.3363
000338.SZ,2022-08-01,0.3358
601211.SH,2022-08-01,0.3306
601988.SH,2022-08-01,0.3269
600050.SH,2022-08-01,0.3235
000661.SZ,2022-08-01,0.3228
000100.SZ,2022-08-01,0.3192
601766.SH,2022-08-01,0.3177
601169.SH,2022-08-01,0.3141
002027.SZ,2022-08-01,0.3084
601229.SH,2022-08-01,0.3009
002050.SZ,2022-08-01,0.3002
601390.SH,2022-08-01,0.2991
601985.SH,2022-08-01,0.2904
601669.SH,2022-08-01,0.2833
600028.SH,2022-08-01,0.2805
002920.SZ,2022-08-01,0.2789
600745.SH,2022-08-01,0.2761
002311.SZ,2022-08-01,0.2759
300347.SZ,2022-08-01,0.2731
601009.SH,2022-08-01,0.2729
600905.SH,2022-08-01,0.2711
600196.SH,2022-08-01,0.271
600009.SH,2022-08-01,0.2694
603659.SH,2022-08-01,0.2656
300896.SZ,2022-08-01,0.2651
600999.SH,2022-08-01,0.2632
601658.SH,2022-08-01,0.2592
601857.SH,2022-08-01,0.2587
300496.SZ,2022-08-01,0.2579
600010.SH,2022-08-01,0.2547
600019.SH,2022-08-01,0.2536
002179.SZ,2022-08-01,0.2522
600570.SH,2022-08-01,0.252
601818.SH,2022-08-01,0.243
600760.SH,2022-08-01,0.2424
688012.SH,2022-08-01,0.2393
000776.SZ,2022-08-01,0.2374
300316.SZ,2022-08-01,0.2348
000895.SZ,2022-08-01,0.2343
601628.SH,2022-08-01,0.2335
002410.SZ,2022-08-01,0.2281
600958.SH,2022-08-01,0.2281
601633.SH,2022-08-01,0.2272
000768.SZ,2022-08-01,0.2202
601989.SH,2022-08-01,0.2187
002493.SZ,2022-08-01,0.2173
600926.SH,2022-08-01,0.2157
001979.SZ,2022-08-01,0.2144
600346.SH,2022-08-01,0.2143
300661.SZ,2022-08-01,0.2139
600426.SH,2022-08-01,0.2138
002202.SZ,2022-08-01,0.2113
600150.SH,2022-08-01,0.2112
000963.SZ,2022-08-01,0.2068
002074.SZ,2022-08-01,0.2064
601138.SH,2022-08-01,0.2039
000538.SZ,2022-08-01,0.2004
300759.SZ,2022-08-01,0.1977
601877.SH,2022-08-01,0.1972
603993.SH,2022-08-01,0.1961
000596.SZ,2022-08-01,0.1957
600600.SH,2022-08-01,0.1955
688005.SH,2022-08-01,0.1934
002001.SZ,2022-08-01,0.1913
601939.SH,2022-08-01,0.1898
300763.SZ,2022-08-01,0.1896
000166.SZ,2022-08-01,0.1886
601117.SH,2022-08-01,0.1879
603806.SH,2022-08-01,0.1871
300207.SZ,2022-08-01,0.1869
601600.SH,2022-08-01,0.1854
600584.SH,2022-08-01,0.1832
601006.SH,2022-08-01,0.1826
000301.SZ,2022-08-01,0.1821
000876.SZ,2022-08-01,0.181
600588.SH,2022-08-01,0.1804
600460.SH,2022-08-01,0.1797
600176.SH,2022-08-01,0.1788
600188.SH,2022-08-01,0.1785
601238.SH,2022-08-01,0.1756
603019.SH,2022-08-01,0.1754
601377.SH,2022-08-01,0.1744
600795.SH,2022-08-01,0.1742
600741.SH,2022-08-01,0.1737
601186.SH,2022-08-01,0.1725
002821.SZ,2022-08-01,0.1718
601066.SH,2022-08-01,0.1717
601838.SH,2022-08-01,0.1707
600763.SH,2022-08-01,0.1705
300751.SZ,2022-08-01,0.1692
603185.SH,2022-08-01,0.1682
600547.SH,2022-08-01,0.1676
003816.SZ,2022-08-01,0.165
600029.SH,2022-08-01,0.1645
300408.SZ,2022-08-01,0.164
688111.SH,2022-08-01,0.1637
600085.SH,2022-08-01,0.1634
600015.SH,2022-08-01,0.1601
300782.SZ,2022-08-01,0.1581
600132.SH,2022-08-01,0.158
600886.SH,2022-08-01,0.1576
600383.SH,2022-08-01,0.1573
000157.SZ,2022-08-01,0.1565
000425.SZ,2022-08-01,0.1564
600989.SH,2022-08-01,0.1551
600011.SH,2022-08-01,0.1519
601868.SH,2022-08-01,0.1515
603369.SH,2022-08-01,0.1496
601111.SH,2022-08-01,0.1474
601788.SH,2022-08-01,0.1473
002601.SZ,2022-08-01,0.147
000786.SZ,2022-08-01,0.1464
002008.SZ,2022-08-01,0.1451
601800.SH,2022-08-01,0.1451
300999.SZ,2022-08-01,0.1406
601100.SH,2022-08-01,0.1401
300628.SZ,2022-08-01,0.1385
603290.SH,2022-08-01,0.1382
688396.SH,2022-08-01,0.1378
601916.SH,2022-08-01,0.1373
002236.SZ,2022-08-01,0.1365
000938.SZ,2022-08-01,0.1364
002120.SZ,2022-08-01,0.1363
002648.SZ,2022-08-01,0.136
600115.SH,2022-08-01,0.1358
601901.SH,2022-08-01,0.1357
600941.SH,2022-08-01,0.1356
601799.SH,2022-08-01,0.135
600219.SH,2022-08-01,0.135
688008.SH,2022-08-01,0.1347
002736.SZ,2022-08-01,0.1345
002555.SZ,2022-08-01,0.1333
600352.SH,2022-08-01,0.1313
000977.SZ,2022-08-01,0.1266
601995.SH,2022-08-01,0.1244
300919.SZ,2022-08-01,0.1243
601336.SH,2022-08-01,0.1227
300454.SZ,2022-08-01,0.1224
603392.SH,2022-08-01,0.1217
600845.SH,2022-08-01,0.1214
300413.SZ,2022-08-01,0.1207
002938.SZ,2022-08-01,0.12
601618.SH,2022-08-01,0.1177
002252.SZ,2022-08-01,0.1172
002841.SZ,2022-08-01,0.1171
300003.SZ,2022-08-01,0.1163
000069.SZ,2022-08-01,0.1163
300433.SZ,2022-08-01,0.1142
300601.SZ,2022-08-01,0.1126
688126.SH,2022-08-01,0.1117
603833.SH,2022-08-01,0.1114
002007.SZ,2022-08-01,0.1111
603486.SH,2022-08-01,0.1101
603260.SH,2022-08-01,0.1098
300595.SZ,2022-08-01,0.1097
300529.SZ,2022-08-01,0.1091
601360.SH,2022-08-01,0.1083
601865.SH,2022-08-01,0.1073
600489.SH,2022-08-01,0.1065
000703.SZ,2022-08-01,0.1055
601878.SH,2022-08-01,0.104
600332.SH,2022-08-01,0.1034
600918.SH,2022-08-01,0.103
601728.SH,2022-08-01,0.1029
000708.SZ,2022-08-01,0.1027
002602.SZ,2022-08-01,0.1022
603882.SH,2022-08-01,0.0999
601021.SH,2022-08-01,0.0965
000066.SZ,2022-08-01,0.0959
600183.SH,2022-08-01,0.0956
601155.SH,2022-08-01,0.0946
300033.SZ,2022-08-01,0.0934
002916.SZ,2022-08-01,0.0924
601966.SH,2022-08-01,0.0913
600018.SH,2022-08-01,0.0909
600362.SH,2022-08-01,0.0894
300223.SZ,2022-08-01,0.0878
688036.SH,2022-08-01,0.087
600161.SH,2022-08-01,0.0847
603899.SH,2022-08-01,0.0845
300957.SZ,2022-08-01,0.0832
002414.SZ,2022-08-01,0.0831
601898.SH,2022-08-01,0.0827
000408.SZ,2022-08-01,0.0821
600061.SH,2022-08-01,0.0795
601216.SH,2022-08-01,0.0778
688169.SH,2022-08-01,0.0777
601319.SH,2022-08-01,0.0773
688363.SH,2022-08-01,0.0767
002600.SZ,2022-08-01,0.075
002568.SZ,2022-08-01,0.0727
688065.SH,2022-08-01,0.0714
688561.SH,2022-08-01,0.0704
600606.SH,2022-08-01,0.0684
603160.SH,2022-08-01,0.068
601998.SH,2022-08-01,0.0677
600655.SH,2022-08-01,0.0658
600025.SH,2022-08-01,0.0654
300866.SZ,2022-08-01,0.0634
002064.SZ,2022-08-01,0.0588
603195.SH,2022-08-01,0.0583
601881.SH,2022-08-01,0.0567
002791.SZ,2022-08-01,0.0519
002607.SZ,2022-08-01,0.0469
603087.SH,2022-08-01,0.0464
601236.SH,2022-08-01,0.0427
000800.SZ,2022-08-01,0.042
601808.SH,2022-08-01,0.0404
002032.SZ,2022-08-01,0.0378
605499.SH,2022-08-01,0.0359
000877.SZ,2022-08-01,0.0347
601825.SH,2022-08-01,0.0305
300979.SZ,2022-08-01,0.0288
601698.SH,2022-08-01,0.0255
001289.SZ,2022-08-01,0.016
600519.SH,2022-09-30,6.599
300750.SZ,2022-09-30,3.146
601318.SH,2022-09-30,2.527
600036.SH,2022-09-30,2.337
000858.SZ,2022-09-30,1.843
601012.SH,2022-09-30,1.63
600900.SH,2022-09-30,1.451
601166.SH,2022-09-30,1.359
000333.SZ,2022-09-30,1.355
002594.SZ,2022-09-30,1.282
601888.SH,2022-09-30,1.086
300059.SZ,2022-09-30,1.045
600030.SH,2022-09-30,0.954
000568.SZ,2022-09-30,0.952
600887.SH,2022-09-30,0.947
600276.SH,2022-09-30,0.879
000651.SZ,2022-09-30,0.861
601398.SH,2022-09-30,0.855
600809.SH,2022-09-30,0.829
603259.SH,2022-09-30,0.825
002475.SZ,2022-09-30,0.818
002714.SZ,2022-09-30,0.814
300760.SZ,2022-09-30,0.814
600309.SH,2022-09-30,0.811
002415.SZ,2022-09-30,0.805
600048.SH,2022-09-30,0.725
600438.SH,2022-09-30,0.712
601328.SH,2022-09-30,0.712
002142.SZ,2022-09-30,0.701
000725.SZ,2022-09-30,0.688
000002.SZ,2022-09-30,0.681
603288.SH,2022-09-30,0.646
000001.SZ,2022-09-30,0.645
300274.SZ,2022-09-30,0.645
601899.SH,2022-09-30,0.634
601668.SH,2022-09-30,0.606
300124.SZ,2022-09-30,0.595
601088.SH,2022-09-30,0.586
300498.SZ,2022-09-30,0.585
000792.SZ,2022-09-30,0.582
002466.SZ,2022-09-30,0.582
002129.SZ,2022-09-30,0.568
300015.SZ,2022-09-30,0.567
300014.SZ,2022-09-30,0.538
002304.SZ,2022-09-30,0.535
600690.SH,2022-09-30,0.526
002812.SZ,2022-09-30,0.523
002352.SZ,2022-09-30,0.519
601288.SH,2022-09-30,0.512
601816.SH,2022-09-30,0.498
601225.SH,2022-09-30,0.495
600919.SH,2022-09-30,0.493
002049.SZ,2022-09-30,0.481
002460.SZ,2022-09-30,0.473
600016.SH,2022-09-30,0.472
600837.SH,2022-09-30,0.469
600406.SH,2022-09-30,0.467
600000.SH,2022-09-30,0.464
600031.SH,2022-09-30,0.463
600089.SH,2022-09-30,0.461
603799.SH,2022-09-30,0.459
600436.SH,2022-09-30,0.452
002371.SZ,2022-09-30,0.412
688981.SH,2022-09-30,0.411
601688.SH,2022-09-30,0.4
601919.SH,2022-09-30,0.391
688599.SH,2022-09-30,0.39
601601.SH,2022-09-30,0.39
300122.SZ,2022-09-30,0.388
600585.SH,2022-09-30,0.388
000063.SZ,2022-09-30,0.382
600104.SH,2022-09-30,0.375
601988.SH,2022-09-30,0.365
002241.SZ,2022-09-30,0.356
603986.SH,2022-09-30,0.351
000625.SZ,2022-09-30,0.35
600050.SH,2022-09-30,0.349
601211.SH,2022-09-30,0.346
002230.SZ,2022-09-30,0.342
601169.SH,2022-09-30,0.341
002459.SZ,2022-09-30,0.337
002709.SZ,2022-09-30,0.333
300142.SZ,2022-09-30,0.333
601229.SH,2022-09-30,0.326
600111.SH,2022-09-30,0.325
600009.SH,2022-09-30,0.323
600660.SH,2022-09-30,0.322
600028.SH,2022-09-30,0.322
601766.SH,2022-09-30,0.32
603501.SH,2022-09-30,0.319
600893.SH,2022-09-30,0.314
002027.SZ,2022-09-30,0.313
601985.SH,2022-09-30,0.309
000661.SZ,2022-09-30,0.309
601009.SH,2022-09-30,0.304
601390.SH,2022-09-30,0.301
601669.SH,2022-09-30,0.299
002271.SZ,2022-09-30,0.298
601628.SH,2022-09-30,0.296
000338.SZ,2022-09-30,0.293
300450.SZ,2022-09-30,0.291
001979.SZ,2022-09-30,0.291
600570.SH,2022-09-30,0.289
000100.SZ,2022-09-30,0.286
002311.SZ,2022-09-30,0.281
601857.SH,2022-09-30,0.28
601658.SH,2022-09-30,0.272
600905.SH,2022-09-30,0.271
600760.SH,2022-09-30,0.268
300347.SZ,2022-09-30,0.268
600019.SH,2022-09-30,0.263
601818.SH,2022-09-30,0.262
002179.SZ,2022-09-30,0.259
600999.SH,2022-09-30,0.257
600188.SH,2022-09-30,0.257
000596.SZ,2022-09-30,0.249
002050.SZ,2022-09-30,0.248
300316.SZ,2022-09-30,0.244
002410.SZ,2022-09-30,0.244
600426.SH,2022-09-30,0.243
000895.SZ,2022-09-30,0.238
300896.SZ,2022-09-30,0.238
600926.SH,2022-09-30,0.237
000776.SZ,2022-09-30,0.237
002493.SZ,2022-09-30,0.236
600010.SH,2022-09-30,0.235
002001.SZ,2022-09-30,0.231
600150.SH,2022-09-30,0.227
600958.SH,2022-09-30,0.226
601006.SH,2022-09-30,0.226
688012.SH,2022-09-30,0.224
603659.SH,2022-09-30,0.218
601989.SH,2022-09-30,0.218
002920.SZ,2022-09-30,0.215
601377.SH,2022-09-30,0.213
600196.SH,2022-09-30,0.211
600600.SH,2022-09-30,0.211
000538.SZ,2022-09-30,0.211
688111.SH,2022-09-30,0.208
601939.SH,2022-09-30,0.208
600795.SH,2022-09-30,0.204
000768.SZ,2022-09-30,0.202
300496.SZ,2022-09-30,0.201
600745.SH,2022-09-30,0.2
600346.SH,2022-09-30,0.2
601838.SH,2022-09-30,0.199
000963.SZ,2022-09-30,0.197
300661.SZ,2022-09-30,0.197
000166.SZ,2022-09-30,0.195
601633.SH,2022-09-30,0.192
601138.SH,2022-09-30,0.19
600029.SH,2022-09-30,0.189
300751.SZ,2022-09-30,0.188
603993.SH,2022-09-30,0.187
600011.SH,2022-09-30,0.187
300763.SZ,2022-09-30,0.184
002074.SZ,2022-09-30,0.183
601600.SH,2022-09-30,0.182
601186.SH,2022-09-30,0.18
600886.SH,2022-09-30,0.18
600176.SH,2022-09-30,0.178
601111.SH,2022-09-30,0.176
000876.SZ,2022-09-30,0.176
002202.SZ,2022-09-30,0.176
600383.SH,2022-09-30,0.175
003816.SZ,2022-09-30,0.175
600085.SH,2022-09-30,0.175
600547.SH,2022-09-30,0.174
600015.SH,2022-09-30,0.174
000301.SZ,2022-09-30,0.174
600941.SH,2022-09-30,0.173
600584.SH,2022-09-30,0.171
600588.SH,2022-09-30,0.17
601066.SH,2022-09-30,0.169
300408.SZ,2022-09-30,0.168
601117.SH,2022-09-30,0.165
600989.SH,2022-09-30,0.164
601868.SH,2022-09-30,0.163
601877.SH,2022-09-30,0.162
600763.SH,2022-09-30,0.161
603369.SH,2022-09-30,0.161
002821.SZ,2022-09-30,0.16
603806.SH,2022-09-30,0.159
300782.SZ,2022-09-30,0.159
300207.SZ,2022-09-30,0.157
603019.SH,2022-09-30,0.156
000157.SZ,2022-09-30,0.154
600460.SH,2022-09-30,0.153
600132.SH,2022-09-30,0.152
601901.SH,2022-09-30,0.151
300759.SZ,2022-09-30,0.15
600115.SH,2022-09-30,0.15
601238.SH,2022-09-30,0.15
300003.SZ,2022-09-30,0.15
000425.SZ,2022-09-30,0.149
603185.SH,2022-09-30,0.146
600741.SH,2022-09-30,0.146
300999.SZ,2022-09-30,0.145
002648.SZ,2022-09-30,0.144
601788.SH,2022-09-30,0.144
688396.SH,2022-09-30,0.141
601800.SH,2022-09-30,0.141
300454.SZ,2022-09-30,0.14
601916.SH,2022-09-30,0.14
002736.SZ,2022-09-30,0.139
000786.SZ,2022-09-30,0.137
688008.SH,2022-09-30,0.133
601100.SH,2022-09-30,0.133
600352.SH,2022-09-30,0.132
603260.SH,2022-09-30,0.132
300529.SZ,2022-09-30,0.131
002555.SZ,2022-09-30,0.13
002236.SZ,2022-09-30,0.13
300628.SZ,2022-09-30,0.128
000938.SZ,2022-09-30,0.127
688005.SH,2022-09-30,0.127
002120.SZ,2022-09-30,0.127
601336.SH,2022-09-30,0.126
002601.SZ,2022-09-30,0.126
603290.SH,2022-09-30,0.124
002008.SZ,2022-09-30,0.123
601799.SH,2022-09-30,0.122
600845.SH,2022-09-30,0.122
002252.SZ,2022-09-30,0.121
600489.SH,2022-09-30,0.121
600219.SH,2022-09-30,0.121
601618.SH,2022-09-30,0.12
601728.SH,2022-09-30,0.117
603833.SH,2022-09-30,0.116
300601.SZ,2022-09-30,0.114
000977.SZ,2022-09-30,0.113
603392.SH,2022-09-30,0.113
601995.SH,2022-09-30,0.113
002841.SZ,2022-09-30,0.112
002007.SZ,2022-09-30,0.112
000069.SZ,2022-09-30,0.111
688126.SH,2022-09-30,0.109
601898.SH,2022-09-30,0.109
601021.SH,2022-09-30,0.107
300413.SZ,2022-09-30,0.105
601360.SH,2022-09-30,0.104
300595.SZ,2022-09-30,0.104
601878.SH,2022-09-30,0.103
600918.SH,2022-09-30,0.103
300433.SZ,2022-09-30,0.103
600332.SH,2022-09-30,0.102
600018.SH,2022-09-30,0.102
002938.SZ,2022-09-30,0.101
000708.SZ,2022-09-30,0.1
603882.SH,2022-09-30,0.099
000703.SZ,2022-09-30,0.095
002602.SZ,2022-09-30,0.094
603899.SH,2022-09-30,0.094
601865.SH,2022-09-30,0.093
000066.SZ,2022-09-30,0.093
300033.SZ,2022-09-30,0.093
600161.SH,2022-09-30,0.093
601319.SH,2022-09-30,0.09
601155.SH,2022-09-30,0.089
600362.SH,2022-09-30,0.089
600061.SH,2022-09-30,0.088
002916.SZ,2022-09-30,0.087
300919.SZ,2022-09-30,0.086
002414.SZ,2022-09-30,0.086
603486.SH,2022-09-30,0.086
600183.SH,2022-09-30,0.085
300957.SZ,2022-09-30,0.082
300223.SZ,2022-09-30,0.08
002568.SZ,2022-09-30,0.079
688036.SH,2022-09-30,0.078
601998.SH,2022-09-30,0.078
000408.SZ,2022-09-30,0.076
601216.SH,2022-09-30,0.074
002600.SZ,2022-09-30,0.071
688363.SH,2022-09-30,0.071
600025.SH,2022-09-30,0.069
688169.SH,2022-09-30,0.068
600606.SH,2022-09-30,0.066
688561.SH,2022-09-30,0.066
601881.SH,2022-09-30,0.065
002791.SZ,2022-09-30,0.064
603195.SH,2022-09-30,0.062
601966.SH,2022-09-30,0.061
603160.SH,2022-09-30,0.061
688065.SH,2022-09-30,0.059
600655.SH,2022-09-30,0.058
002064.SZ,2022-09-30,0.055
300866.SZ,2022-09-30,0.051
601808.SH,2022-09-30,0.048
603087.SH,2022-09-30,0.043
002032.SZ,2022-09-30,0.042
002607.SZ,2022-09-30,0.042
601236.SH,2022-09-30,0.039
000800.SZ,2022-09-30,0.037
605499.SH,2022-09-30,0.035
000877.SZ,2022-09-30,0.03
601825.SH,2022-09-30,0.029
300979.SZ,2022-09-30,0.025
601698.SH,2022-09-30,0.024
001289.SZ,2022-09-30,0.015
600519.SH,2022-09-01,6.2382
300750.SZ,2022-09-01,3.4526
601318.SH,2022-09-01,2.4968
600036.SH,2022-09-01,2.2548
000858.SZ,2022-09-01,1.6762
601012.SH,2022-09-01,1.6534
600900.SH,2022-09-01,1.4356
000333.SZ,2022-09-01,1.4253
002594.SZ,2022-09-01,1.3725
601166.SH,2022-09-01,1.3138
300059.SZ,2022-09-01,1.2214
600030.SH,2022-09-01,0.9947
601888.SH,2022-09-01,0.9629
603259.SH,2022-09-01,0.9503
002475.SZ,2022-09-01,0.9401
600887.SH,2022-09-01,0.9341
000568.SZ,2022-09-01,0.8963
002714.SZ,2022-09-01,0.8248
000651.SZ,2022-09-01,0.8207
600276.SH,2022-09-01,0.8097
601398.SH,2022-09-01,0.8069
300760.SZ,2022-09-01,0.7555
600809.SH,2022-09-01,0.754
600438.SH,2022-09-01,0.7533
002415.SZ,2022-09-01,0.7397
600309.SH,2022-09-01,0.7304
000725.SZ,2022-09-01,0.717
601328.SH,2022-09-01,0.663
601899.SH,2022-09-01,0.6584
600048.SH,2022-09-01,0.6565
000001.SZ,2022-09-01,0.6461
300498.SZ,2022-09-01,0.6445
