share_code,trade_date,weight
600705.SH,2020-09-30,0.145
603799.SH,2020-09-30,0.145
600111.SH,2020-09-30,0.143
601607.SH,2020-09-30,0.143
600606.SH,2020-09-30,0.142
601633.SH,2020-09-30,0.142
002157.SZ,2020-09-30,0.139
002463.SZ,2020-09-30,0.139
002422.SZ,2020-09-30,0.137
002607.SZ,2020-09-30,0.135
600115.SH,2020-09-30,0.135
002120.SZ,2020-09-30,0.133
000963.SZ,2020-09-30,0.132
601162.SH,2020-09-30,0.132
601838.SH,2020-09-30,0.131
601111.SH,2020-09-30,0.13
600066.SH,2020-09-30,0.128
603658.SH,2020-09-30,0.128
600221.SH,2020-09-30,0.123
600487.SH,2020-09-30,0.121
600637.SH,2020-09-30,0.121
600118.SH,2020-09-30,0.12
600867.SH,2020-09-30,0.119
000656.SZ,2020-09-30,0.118
000703.SZ,2020-09-30,0.117
600177.SH,2020-09-30,0.116
601600.SH,2020-09-30,0.116
601618.SH,2020-09-30,0.116
603833.SH,2020-09-30,0.116
600489.SH,2020-09-30,0.114
601727.SH,2020-09-30,0.112
002466.SZ,2020-09-30,0.108
600233.SH,2020-09-30,0.108
600271.SH,2020-09-30,0.108
601198.SH,2020-09-30,0.108
600369.SH,2020-09-30,0.107
601997.SH,2020-09-30,0.106
601816.SH,2020-09-30,0.105
000961.SZ,2020-09-30,0.104
003816.SZ,2020-09-30,0.104
600332.SH,2020-09-30,0.104
601360.SH,2020-09-30,0.103
002252.SZ,2020-09-30,0.102
002673.SZ,2020-09-30,0.102
002916.SZ,2020-09-30,0.102
600498.SH,2020-09-30,0.102
601231.SH,2020-09-30,0.102
600038.SH,2020-09-30,0.101
601021.SH,2020-09-30,0.101
300628.SZ,2020-09-30,0.1
600068.SH,2020-09-30,0.1
600219.SH,2020-09-30,0.1
601881.SH,2020-09-30,0.1
600390.SH,2020-09-30,0.098
002508.SZ,2020-09-30,0.095
601998.SH,2020-09-30,0.095
002739.SZ,2020-09-30,0.091
600085.SH,2020-09-30,0.091
600362.SH,2020-09-30,0.09
002938.SZ,2020-09-30,0.089
600018.SH,2020-09-30,0.089
600208.SH,2020-09-30,0.089
601319.SH,2020-09-30,0.088
002958.SZ,2020-09-30,0.086
600004.SH,2020-09-30,0.086
600516.SH,2020-09-30,0.085
600170.SH,2020-09-30,0.084
600655.SH,2020-09-30,0.084
600848.SH,2020-09-30,0.082
002146.SZ,2020-09-30,0.081
601117.SH,2020-09-30,0.081
600297.SH,2020-09-30,0.08
600372.SH,2020-09-30,0.08
002032.SZ,2020-09-30,0.079
600674.SH,2020-09-30,0.079
600998.SH,2020-09-30,0.078
603156.SH,2020-09-30,0.078
002153.SZ,2020-09-30,0.075
002939.SZ,2020-09-30,0.074
601658.SH,2020-09-30,0.074
000671.SZ,2020-09-30,0.073
002773.SZ,2020-09-30,0.073
002558.SZ,2020-09-30,0.072
601018.SH,2020-09-30,0.072
600027.SH,2020-09-30,0.071
600482.SH,2020-09-30,0.07
000627.SZ,2020-09-30,0.064
600977.SH,2020-09-30,0.064
601992.SH,2020-09-30,0.063
600583.SH,2020-09-30,0.061
002468.SZ,2020-09-30,0.056
601916.SH,2020-09-30,0.056
000709.SZ,2020-09-30,0.055
601577.SH,2020-09-30,0.055
601238.SH,2020-09-30,0.054
600398.SH,2020-09-30,0.051
600188.SH,2020-09-30,0.05
600989.SH,2020-09-30,0.05
601698.SH,2020-09-30,0.047
600025.SH,2020-09-30,0.046
000723.SZ,2020-09-30,0.045
601236.SH,2020-09-30,0.045
601898.SH,2020-09-30,0.044
600928.SH,2020-09-30,0.043
601808.SH,2020-09-30,0.042
000708.SZ,2020-09-30,0.036
601077.SH,2020-09-30,0.035
600968.SH,2020-09-30,0.029
601828.SH,2020-09-30,0.026
601212.SH,2020-09-30,0.024
601298.SH,2020-09-30,0.024
603260.SH,2020-09-30,0.024
002945.SZ,2020-09-30,0.023
600299.SH,2020-09-30,0.023
600519.SH,2020-09-01,5.2544
601318.SH,2020-09-01,4.8014
000858.SZ,2020-09-01,2.6607
600036.SH,2020-09-01,2.2398
000333.SZ,2020-09-01,2.0386
600276.SH,2020-09-01,2.0261
600030.SH,2020-09-01,1.5873
000651.SZ,2020-09-01,1.529
600887.SH,2020-09-01,1.4615
002475.SZ,2020-09-01,1.3863
601888.SH,2020-09-01,1.2282
601166.SH,2020-09-01,1.1826
000002.SZ,2020-09-01,1.0752
603288.SH,2020-09-01,1.0644
601012.SH,2020-09-01,1.0309
601398.SH,2020-09-01,1.0088
600900.SH,2020-09-01,0.9973
300059.SZ,2020-09-01,0.9836
000725.SZ,2020-09-01,0.8756
000001.SZ,2020-09-01,0.8525
600837.SH,2020-09-01,0.8499
600585.SH,2020-09-01,0.8398
002415.SZ,2020-09-01,0.8204
002714.SZ,2020-09-01,0.7736
000661.SZ,2020-09-01,0.7702
600031.SH,2020-09-01,0.7607
601328.SH,2020-09-01,0.7526
601688.SH,2020-09-01,0.746
600000.SH,2020-09-01,0.7011
600016.SH,2020-09-01,0.6865
600309.SH,2020-09-01,0.6765
600048.SH,2020-09-01,0.6735
002352.SZ,2020-09-01,0.6495
603259.SH,2020-09-01,0.6476
300498.SZ,2020-09-01,0.6346
601668.SH,2020-09-01,0.6283
000568.SZ,2020-09-01,0.628
300015.SZ,2020-09-01,0.6278
000063.SZ,2020-09-01,0.6053
002142.SZ,2020-09-01,0.6037
601899.SH,2020-09-01,0.5856
000100.SZ,2020-09-01,0.5621
002241.SZ,2020-09-01,0.5532
300142.SZ,2020-09-01,0.5527
600570.SH,2020-09-01,0.5409
601288.SH,2020-09-01,0.5352
601211.SH,2020-09-01,0.5087
002594.SZ,2020-09-01,0.4919
300122.SZ,2020-09-01,0.4892
002304.SZ,2020-09-01,0.4883
601601.SH,2020-09-01,0.4872
601229.SH,2020-09-01,0.4836
000876.SZ,2020-09-01,0.4832
600690.SH,2020-09-01,0.4832
600999.SH,2020-09-01,0.4778
002027.SZ,2020-09-01,0.4412
600436.SH,2020-09-01,0.4343
601628.SH,2020-09-01,0.4248
600009.SH,2020-09-01,0.4239
601169.SH,2020-09-01,0.4174
000338.SZ,2020-09-01,0.413
601766.SH,2020-09-01,0.4122
600588.SH,2020-09-01,0.3988
601988.SH,2020-09-01,0.3975
002271.SZ,2020-09-01,0.3877
600104.SH,2020-09-01,0.3869
603986.SH,2020-09-01,0.3821
300601.SZ,2020-09-01,0.381
600438.SH,2020-09-01,0.3807
600196.SH,2020-09-01,0.376
002410.SZ,2020-09-01,0.3695
000895.SZ,2020-09-01,0.3602
002007.SZ,2020-09-01,0.3551
601818.SH,2020-09-01,0.3548
000538.SZ,2020-09-01,0.3545
600919.SH,2020-09-01,0.3484
600703.SH,2020-09-01,0.3479
300124.SZ,2020-09-01,0.3454
002230.SZ,2020-09-01,0.3425
300347.SZ,2020-09-01,0.3422
002555.SZ,2020-09-01,0.3404
002311.SZ,2020-09-01,0.3318
600547.SH,2020-09-01,0.3146
600028.SH,2020-09-01,0.3129
601088.SH,2020-09-01,0.3091
600406.SH,2020-09-01,0.3044
300413.SZ,2020-09-01,0.3033
001979.SZ,2020-09-01,0.302
000166.SZ,2020-09-01,0.2971
600745.SH,2020-09-01,0.2967
600809.SH,2020-09-01,0.2959
601009.SH,2020-09-01,0.2941
601336.SH,2020-09-01,0.2893
000938.SZ,2020-09-01,0.2885
000776.SZ,2020-09-01,0.2841
300003.SZ,2020-09-01,0.2841
600050.SH,2020-09-01,0.2792
300136.SZ,2020-09-01,0.2784
300433.SZ,2020-09-01,0.2773
002044.SZ,2020-09-01,0.2766
603019.SH,2020-09-01,0.2721
002371.SZ,2020-09-01,0.2671
601390.SH,2020-09-01,0.2671
300014.SZ,2020-09-01,0.2656
601989.SH,2020-09-01,0.2599
000157.SZ,2020-09-01,0.2592
002001.SZ,2020-09-01,0.258
600346.SH,2020-09-01,0.257
600019.SH,2020-09-01,0.2564
601788.SH,2020-09-01,0.2507
002050.SZ,2020-09-01,0.2491
601857.SH,2020-09-01,0.2486
600660.SH,2020-09-01,0.246
600958.SH,2020-09-01,0.2451
002236.SZ,2020-09-01,0.2427
601939.SH,2020-09-01,0.2416
601186.SH,2020-09-01,0.2387
002736.SZ,2020-09-01,0.2341
600741.SH,2020-09-01,0.2334
002460.SZ,2020-09-01,0.2329
600893.SH,2020-09-01,0.232
601377.SH,2020-09-01,0.2315
002129.SZ,2020-09-01,0.2296
600015.SH,2020-09-01,0.2279
601006.SH,2020-09-01,0.2278
000860.SZ,2020-09-01,0.2212
002493.SZ,2020-09-01,0.2179
600109.SH,2020-09-01,0.2169
600352.SH,2020-09-01,0.2167
601877.SH,2020-09-01,0.2144
002024.SZ,2020-09-01,0.2137
601108.SH,2020-09-01,0.2131
300033.SZ,2020-09-01,0.212
000977.SZ,2020-09-01,0.2104
601901.SH,2020-09-01,0.2088
002624.SZ,2020-09-01,0.2043
000768.SZ,2020-09-01,0.1986
002602.SZ,2020-09-01,0.1981
601555.SH,2020-09-01,0.196
603369.SH,2020-09-01,0.1951
601933.SH,2020-09-01,0.1946
002456.SZ,2020-09-01,0.1933
000783.SZ,2020-09-01,0.192
603160.SH,2020-09-01,0.1904
601225.SH,2020-09-01,0.1894
600383.SH,2020-09-01,0.1882
002157.SZ,2020-09-01,0.1874
601155.SH,2020-09-01,0.1847
002008.SZ,2020-09-01,0.1831
000066.SZ,2020-09-01,0.1817
600176.SH,2020-09-01,0.1813
601669.SH,2020-09-01,0.1811
603993.SH,2020-09-01,0.1792
601216.SH,2020-09-01,0.1782
600926.SH,2020-09-01,0.1767
600089.SH,2020-09-01,0.1759
000069.SZ,2020-09-01,0.1749
300408.SZ,2020-09-01,0.1737
300144.SZ,2020-09-01,0.1719
601138.SH,2020-09-01,0.1699
603501.SH,2020-09-01,0.1691
002202.SZ,2020-09-01,0.169
601985.SH,2020-09-01,0.1687
600522.SH,2020-09-01,0.1671
000596.SZ,2020-09-01,0.1666
000425.SZ,2020-09-01,0.1661
600183.SH,2020-09-01,0.1658
600606.SH,2020-09-01,0.1623
603799.SH,2020-09-01,0.1618
601800.SH,2020-09-01,0.1618
002179.SZ,2020-09-01,0.1613
601878.SH,2020-09-01,0.1589
000786.SZ,2020-09-01,0.1586
600111.SH,2020-09-01,0.1584
600705.SH,2020-09-01,0.1572
601919.SH,2020-09-01,0.1567
603899.SH,2020-09-01,0.1556
601066.SH,2020-09-01,0.1555
600010.SH,2020-09-01,0.1534
601100.SH,2020-09-01,0.1525
600340.SH,2020-09-01,0.1522
600061.SH,2020-09-01,0.1513
002422.SZ,2020-09-01,0.1507
600029.SH,2020-09-01,0.1504
601607.SH,2020-09-01,0.1497
600011.SH,2020-09-01,0.1493
002841.SZ,2020-09-01,0.1486
002463.SZ,2020-09-01,0.1478
600760.SH,2020-09-01,0.1468
600886.SH,2020-09-01,0.1448
000963.SZ,2020-09-01,0.1406
000625.SZ,2020-09-01,0.1405
002120.SZ,2020-09-01,0.1402
600795.SH,2020-09-01,0.1396
002607.SZ,2020-09-01,0.1366
600118.SH,2020-09-01,0.1362
002601.SZ,2020-09-01,0.1353
601162.SH,2020-09-01,0.1331
000703.SZ,2020-09-01,0.133
600115.SH,2020-09-01,0.1298
600487.SH,2020-09-01,0.1291
000728.SZ,2020-09-01,0.129
601838.SH,2020-09-01,0.1287
600637.SH,2020-09-01,0.1261
601111.SH,2020-09-01,0.1254
000656.SZ,2020-09-01,0.1228
600233.SH,2020-09-01,0.1227
600177.SH,2020-09-01,0.1223
600489.SH,2020-09-01,0.1223
603658.SH,2020-09-01,0.1211
601600.SH,2020-09-01,0.1203
601727.SH,2020-09-01,0.1183
002466.SZ,2020-09-01,0.1181
601618.SH,2020-09-01,0.1177
002916.SZ,2020-09-01,0.1172
600271.SH,2020-09-01,0.1172
600867.SH,2020-09-01,0.1171
600066.SH,2020-09-01,0.1145
600219.SH,2020-09-01,0.1115
601360.SH,2020-09-01,0.1104
603833.SH,2020-09-01,0.1094
600221.SH,2020-09-01,0.1088
601633.SH,2020-09-01,0.1083
600498.SH,2020-09-01,0.1082
600369.SH,2020-09-01,0.108
601198.SH,2020-09-01,0.1076
002252.SZ,2020-09-01,0.1071
002508.SZ,2020-09-01,0.1069
601997.SH,2020-09-01,0.1063
601816.SH,2020-09-01,0.106
600332.SH,2020-09-01,0.1056
000961.SZ,2020-09-01,0.1033
003816.SZ,2020-09-01,0.1031
600390.SH,2020-09-01,0.1031
600068.SH,2020-09-01,0.1007
600038.SH,2020-09-01,0.1005
601881.SH,2020-09-01,0.1005
002673.SZ,2020-09-01,0.0995
600362.SH,2020-09-01,0.0977
600085.SH,2020-09-01,0.0946
601021.SH,2020-09-01,0.0944
601998.SH,2020-09-01,0.0927
300628.SZ,2020-09-01,0.0909
600297.SH,2020-09-01,0.0904
600004.SH,2020-09-01,0.0899
600655.SH,2020-09-01,0.0898
601231.SH,2020-09-01,0.0898
601319.SH,2020-09-01,0.0896
600018.SH,2020-09-01,0.0892
600516.SH,2020-09-01,0.0885
002739.SZ,2020-09-01,0.0883
600208.SH,2020-09-01,0.0873
002958.SZ,2020-09-01,0.0853
601117.SH,2020-09-01,0.0826
002146.SZ,2020-09-01,0.0824
600170.SH,2020-09-01,0.0816
600848.SH,2020-09-01,0.0793
002032.SZ,2020-09-01,0.0787
600674.SH,2020-09-01,0.0783
600998.SH,2020-09-01,0.0765
600027.SH,2020-09-01,0.076
002773.SZ,2020-09-01,0.076
002939.SZ,2020-09-01,0.0754
600482.SH,2020-09-01,0.0753
002558.SZ,2020-09-01,0.0737
601658.SH,2020-09-01,0.0721
002938.SZ,2020-09-01,0.0711
603156.SH,2020-09-01,0.0696
601018.SH,2020-09-01,0.0692
000671.SZ,2020-09-01,0.0661
600977.SH,2020-09-01,0.0652
000627.SZ,2020-09-01,0.0641
002153.SZ,2020-09-01,0.0639
601992.SH,2020-09-01,0.0635
600583.SH,2020-09-01,0.0625
600989.SH,2020-09-01,0.0595
002468.SZ,2020-09-01,0.0591
601238.SH,2020-09-01,0.0574
000709.SZ,2020-09-01,0.055
601577.SH,2020-09-01,0.055
600398.SH,2020-09-01,0.055
600372.SH,2020-09-01,0.0543
601698.SH,2020-09-01,0.0535
601916.SH,2020-09-01,0.0523
601236.SH,2020-09-01,0.0485
600188.SH,2020-09-01,0.0483
000723.SZ,2020-09-01,0.0468
601808.SH,2020-09-01,0.0451
601898.SH,2020-09-01,0.0437
600928.SH,2020-09-01,0.0432
600025.SH,2020-09-01,0.0424
000708.SZ,2020-09-01,0.0372
601077.SH,2020-09-01,0.0348
600968.SH,2020-09-01,0.0295
601212.SH,2020-09-01,0.0266
601298.SH,2020-09-01,0.0254
600299.SH,2020-09-01,0.0254
601828.SH,2020-09-01,0.0252
603260.SH,2020-09-01,0.0241
002945.SZ,2020-09-01,0.0239
601318.SH,2020-10-30,5.036
600519.SH,2020-10-30,5.012
000858.SZ,2020-10-30,2.833
600036.SH,2020-10-30,2.453
000333.SZ,2020-10-30,2.279
600276.SH,2020-10-30,1.971
000651.SZ,2020-10-30,1.68
600030.SH,2020-10-30,1.457
600887.SH,2020-10-30,1.439
002475.SZ,2020-10-30,1.373
601166.SH,2020-10-30,1.325
601012.SH,2020-10-30,1.198
601888.SH,2020-10-30,1.163
000002.SZ,2020-10-30,1.12
601398.SH,2020-10-30,1.03
000001.SZ,2020-10-30,1.029
002415.SZ,2020-10-30,1.002
600900.SH,2020-10-30,0.997
300059.SZ,2020-10-30,0.962
603288.SH,2020-10-30,0.93
600031.SH,2020-10-30,0.915
002594.SZ,2020-10-30,0.865
600837.SH,2020-10-30,0.81
000725.SZ,2020-10-30,0.765
000568.SZ,2020-10-30,0.755
300015.SZ,2020-10-30,0.749
601328.SH,2020-10-30,0.743
600309.SH,2020-10-30,0.736
600585.SH,2020-10-30,0.729
601688.SH,2020-10-30,0.716
603259.SH,2020-10-30,0.698
600016.SH,2020-10-30,0.671
600048.SH,2020-10-30,0.657
002352.SZ,2020-10-30,0.655
600000.SH,2020-10-30,0.649
601668.SH,2020-10-30,0.64
002714.SZ,2020-10-30,0.635
000661.SZ,2020-10-30,0.634
002241.SZ,2020-10-30,0.615
300122.SZ,2020-10-30,0.612
002142.SZ,2020-10-30,0.61
002304.SZ,2020-10-30,0.605
601899.SH,2020-10-30,0.574
002027.SZ,2020-10-30,0.573
600690.SH,2020-10-30,0.562
601288.SH,2020-10-30,0.541
000063.SZ,2020-10-30,0.52
601601.SH,2020-10-30,0.519
300498.SZ,2020-10-30,0.505
601211.SH,2020-10-30,0.496
000100.SZ,2020-10-30,0.487
600104.SH,2020-10-30,0.485
600438.SH,2020-10-30,0.472
601229.SH,2020-10-30,0.466
600570.SH,2020-10-30,0.464
600999.SH,2020-10-30,0.459
601628.SH,2020-10-30,0.459
300142.SZ,2020-10-30,0.457
000338.SZ,2020-10-30,0.433
600588.SH,2020-10-30,0.419
600436.SH,2020-10-30,0.413
601169.SH,2020-10-30,0.413
601988.SH,2020-10-30,0.4
300124.SZ,2020-10-30,0.399
600196.SH,2020-10-30,0.392
601766.SH,2020-10-30,0.392
300347.SZ,2020-10-30,0.389
603986.SH,2020-10-30,0.383
002410.SZ,2020-10-30,0.383
600009.SH,2020-10-30,0.38
601818.SH,2020-10-30,0.373
002271.SZ,2020-10-30,0.365
300601.SZ,2020-10-30,0.364
600809.SH,2020-10-30,0.352
002230.SZ,2020-10-30,0.35
000876.SZ,2020-10-30,0.338
002007.SZ,2020-10-30,0.335
600919.SH,2020-10-30,0.332
601088.SH,2020-10-30,0.328
601336.SH,2020-10-30,0.32
300413.SZ,2020-10-30,0.315
600660.SH,2020-10-30,0.314
000538.SZ,2020-10-30,0.314
600028.SH,2020-10-30,0.312
600703.SH,2020-10-30,0.297
000895.SZ,2020-10-30,0.297
600741.SH,2020-10-30,0.293
300014.SZ,2020-10-30,0.293
002311.SZ,2020-10-30,0.291
600406.SH,2020-10-30,0.287
600019.SH,2020-10-30,0.284
002044.SZ,2020-10-30,0.279
002460.SZ,2020-10-30,0.278
601009.SH,2020-10-30,0.274
000776.SZ,2020-10-30,0.272
000166.SZ,2020-10-30,0.271
001979.SZ,2020-10-30,0.266
600050.SH,2020-10-30,0.265
002050.SZ,2020-10-30,0.262
601390.SH,2020-10-30,0.261
300433.SZ,2020-10-30,0.261
600547.SH,2020-10-30,0.259
002129.SZ,2020-10-30,0.254
002371.SZ,2020-10-30,0.253
601939.SH,2020-10-30,0.252
600346.SH,2020-10-30,0.243
002236.SZ,2020-10-30,0.243
601857.SH,2020-10-30,0.236
600893.SH,2020-10-30,0.233
002493.SZ,2020-10-30,0.231
600958.SH,2020-10-30,0.23
002736.SZ,2020-10-30,0.23
601186.SH,2020-10-30,0.229
000157.SZ,2020-10-30,0.229
300003.SZ,2020-10-30,0.229
601006.SH,2020-10-30,0.228
601901.SH,2020-10-30,0.228
601989.SH,2020-10-30,0.227
600745.SH,2020-10-30,0.224
002001.SZ,2020-10-30,0.224
002555.SZ,2020-10-30,0.224
603019.SH,2020-10-30,0.223
600015.SH,2020-10-30,0.223
000625.SZ,2020-10-30,0.22
300136.SZ,2020-10-30,0.22
601377.SH,2020-10-30,0.217
002024.SZ,2020-10-30,0.216
600109.SH,2020-10-30,0.216
601788.SH,2020-10-30,0.21
601225.SH,2020-10-30,0.209
600352.SH,2020-10-30,0.207
002008.SZ,2020-10-30,0.205
603501.SH,2020-10-30,0.204
000768.SZ,2020-10-30,0.2
603369.SH,2020-10-30,0.194
601108.SH,2020-10-30,0.193
300408.SZ,2020-10-30,0.193
002202.SZ,2020-10-30,0.191
601919.SH,2020-10-30,0.189
601877.SH,2020-10-30,0.188
000938.SZ,2020-10-30,0.188
603160.SH,2020-10-30,0.187
600926.SH,2020-10-30,0.184
000977.SZ,2020-10-30,0.184
002179.SZ,2020-10-30,0.182
600089.SH,2020-10-30,0.182
601555.SH,2020-10-30,0.181
600383.SH,2020-10-30,0.18
601933.SH,2020-10-30,0.179
603899.SH,2020-10-30,0.178
601100.SH,2020-10-30,0.177
601155.SH,2020-10-30,0.175
601669.SH,2020-10-30,0.175
600176.SH,2020-10-30,0.175
000783.SZ,2020-10-30,0.174
000786.SZ,2020-10-30,0.174
002456.SZ,2020-10-30,0.174
300033.SZ,2020-10-30,0.174
601633.SH,2020-10-30,0.172
000860.SZ,2020-10-30,0.17
603993.SH,2020-10-30,0.167
601985.SH,2020-10-30,0.165
603799.SH,2020-10-30,0.163
002624.SZ,2020-10-30,0.163
600183.SH,2020-10-30,0.163
600522.SH,2020-10-30,0.162
601138.SH,2020-10-30,0.162
000069.SZ,2020-10-30,0.161
002841.SZ,2020-10-30,0.161
601878.SH,2020-10-30,0.16
002607.SZ,2020-10-30,0.16
000066.SZ,2020-10-30,0.159
601800.SH,2020-10-30,0.156
300144.SZ,2020-10-30,0.156
600010.SH,2020-10-30,0.155
002602.SZ,2020-10-30,0.152
600886.SH,2020-10-30,0.15
000425.SZ,2020-10-30,0.15
002601.SZ,2020-10-30,0.15
000963.SZ,2020-10-30,0.146
600029.SH,2020-10-30,0.146
000596.SZ,2020-10-30,0.144
601216.SH,2020-10-30,0.142
600705.SH,2020-10-30,0.141
002422.SZ,2020-10-30,0.141
600061.SH,2020-10-30,0.141
600795.SH,2020-10-30,0.138
601607.SH,2020-10-30,0.137
600606.SH,2020-10-30,0.135
601838.SH,2020-10-30,0.134
603658.SH,2020-10-30,0.134
002120.SZ,2020-10-30,0.134
002463.SZ,2020-10-30,0.133
600340.SH,2020-10-30,0.132
601066.SH,2020-10-30,0.131
000728.SZ,2020-10-30,0.131
600111.SH,2020-10-30,0.131
600760.SH,2020-10-30,0.13
603833.SH,2020-10-30,0.13
002157.SZ,2020-10-30,0.128
600011.SH,2020-10-30,0.128
000703.SZ,2020-10-30,0.127
600066.SH,2020-10-30,0.127
600115.SH,2020-10-30,0.123
600867.SH,2020-10-30,0.122
601111.SH,2020-10-30,0.121
600487.SH,2020-10-30,0.12
600177.SH,2020-10-30,0.118
601162.SH,2020-10-30,0.117
600068.SH,2020-10-30,0.115
600637.SH,2020-10-30,0.112
601600.SH,2020-10-30,0.112
600118.SH,2020-10-30,0.111
601618.SH,2020-10-30,0.11
601727.SH,2020-10-30,0.108
600221.SH,2020-10-30,0.107
600233.SH,2020-10-30,0.105
002466.SZ,2020-10-30,0.105
600271.SH,2020-10-30,0.104
002508.SZ,2020-10-30,0.104
600332.SH,2020-10-30,0.103
600489.SH,2020-10-30,0.103
601997.SH,2020-10-30,0.103
002252.SZ,2020-10-30,0.103
600219.SH,2020-10-30,0.101
600369.SH,2020-10-30,0.1
601198.SH,2020-10-30,0.1
000961.SZ,2020-10-30,0.1
600498.SH,2020-10-30,0.099
000656.SZ,2020-10-30,0.099
601816.SH,2020-10-30,0.098
300628.SZ,2020-10-30,0.097
601360.SH,2020-10-30,0.096
003816.SZ,2020-10-30,0.096
002673.SZ,2020-10-30,0.095
600390.SH,2020-10-30,0.093
601021.SH,2020-10-30,0.093
600362.SH,2020-10-30,0.092
601998.SH,2020-10-30,0.092
002916.SZ,2020-10-30,0.092
601881.SH,2020-10-30,0.09
600038.SH,2020-10-30,0.088
600085.SH,2020-10-30,0.088
600018.SH,2020-10-30,0.087
600516.SH,2020-10-30,0.086
600297.SH,2020-10-30,0.085
601231.SH,2020-10-30,0.085
601319.SH,2020-10-30,0.084
600208.SH,2020-10-30,0.082
600655.SH,2020-10-30,0.081
600848.SH,2020-10-30,0.081
600998.SH,2020-10-30,0.081
600170.SH,2020-10-30,0.081
600674.SH,2020-10-30,0.079
601117.SH,2020-10-30,0.078
002958.SZ,2020-10-30,0.078
600004.SH,2020-10-30,0.078
002739.SZ,2020-10-30,0.076
600372.SH,2020-10-30,0.074
601238.SH,2020-10-30,0.074
601658.SH,2020-10-30,0.074
002938.SZ,2020-10-30,0.074
002146.SZ,2020-10-30,0.073
603156.SH,2020-10-30,0.07
002153.SZ,2020-10-30,0.07
601018.SH,2020-10-30,0.069
002032.SZ,2020-10-30,0.069
002558.SZ,2020-10-30,0.069
002939.SZ,2020-10-30,0.069
600482.SH,2020-10-30,0.067
000671.SZ,2020-10-30,0.067
002773.SZ,2020-10-30,0.067
600027.SH,2020-10-30,0.065
601992.SH,2020-10-30,0.06
000627.SZ,2020-10-30,0.059
600583.SH,2020-10-30,0.056
600977.SH,2020-10-30,0.056
601577.SH,2020-10-30,0.055
600398.SH,2020-10-30,0.053
601916.SH,2020-10-30,0.052
000709.SZ,2020-10-30,0.052
002468.SZ,2020-10-30,0.052
600989.SH,2020-10-30,0.049
600188.SH,2020-10-30,0.048
000723.SZ,2020-10-30,0.044
600025.SH,2020-10-30,0.044
601898.SH,2020-10-30,0.043
600928.SH,2020-10-30,0.041
601236.SH,2020-10-30,0.041
601698.SH,2020-10-30,0.041
601808.SH,2020-10-30,0.038
000708.SZ,2020-10-30,0.034
601077.SH,2020-10-30,0.031
600968.SH,2020-10-30,0.028
601828.SH,2020-10-30,0.025
603260.SH,2020-10-30,0.025
601298.SH,2020-10-30,0.024
601212.SH,2020-10-30,0.023
600299.SH,2020-10-30,0.022
002945.SZ,2020-10-30,0.022
600519.SH,2020-10-09,5.1109
601318.SH,2020-10-09,5.0609
000858.SZ,2020-10-09,2.6488
600036.SH,2020-10-09,2.238
000333.SZ,2020-10-09,2.1565
600276.SH,2020-10-09,2.0485
000651.SZ,2020-10-09,1.5802
600030.SH,2020-10-09,1.5633
002475.SZ,2020-10-09,1.544
600887.SH,2020-10-09,1.4661
601012.SH,2020-10-09,1.2985
601166.SH,2020-10-09,1.2088
601888.SH,2020-10-09,1.195
000002.SZ,2020-10-09,1.1443
601398.SH,2020-10-09,1.0321
300059.SZ,2020-10-09,1.0174
600900.SH,2020-10-09,1.0006
603288.SH,2020-10-09,0.9508
600031.SH,2020-10-09,0.9059
000001.SZ,2020-10-09,0.8833
002415.SZ,2020-10-09,0.8552
000725.SZ,2020-10-09,0.8448
600837.SH,2020-10-09,0.8338
600585.SH,2020-10-09,0.8005
601328.SH,2020-10-09,0.7497
601688.SH,2020-10-09,0.7403
600048.SH,2020-10-09,0.6896
002352.SZ,2020-10-09,0.6806
600309.SH,2020-10-09,0.6798
600016.SH,2020-10-09,0.6763
600000.SH,2020-10-09,0.6633
002594.SZ,2020-10-09,0.6543
002714.SZ,2020-10-09,0.6525
603259.SH,2020-10-09,0.6445
300015.SZ,2020-10-09,0.6423
601668.SH,2020-10-09,0.6418
000568.SZ,2020-10-09,0.6395
000661.SZ,2020-10-09,0.632
002241.SZ,2020-10-09,0.5851
300122.SZ,2020-10-09,0.5757
002142.SZ,2020-10-09,0.5671
601288.SH,2020-10-09,0.5462
000063.SZ,2020-10-09,0.54
000100.SZ,2020-10-09,0.5266
300498.SZ,2020-10-09,0.5261
601601.SH,2020-10-09,0.5224
601899.SH,2020-10-09,0.5129
600690.SH,2020-10-09,0.5017
601211.SH,2020-10-09,0.5014
600570.SH,2020-10-09,0.5011
002027.SZ,2020-10-09,0.496
600999.SH,2020-10-09,0.4896
601229.SH,2020-10-09,0.4861
300142.SZ,2020-10-09,0.4835
002304.SZ,2020-10-09,0.456
000338.SZ,2020-10-09,0.4539
600438.SH,2020-10-09,0.4512
601628.SH,2020-10-09,0.4481
600436.SH,2020-10-09,0.4443
601169.SH,2020-10-09,0.4172
600104.SH,2020-10-09,0.4162
002410.SZ,2020-10-09,0.4126
601988.SH,2020-10-09,0.4057
601766.SH,2020-10-09,0.4056
600588.SH,2020-10-09,0.4043
002007.SZ,2020-10-09,0.4027
600009.SH,2020-10-09,0.4011
600196.SH,2020-10-09,0.3909
300124.SZ,2020-10-09,0.3848
300601.SZ,2020-10-09,0.3781
002271.SZ,2020-10-09,0.3761
603986.SH,2020-10-09,0.3554
